ID,class,name,sex,age,hometown,nationality,boarding,destination,lifeboat,survival
283,3,de Pelsmaeker, Mr. Alfons,male,16,Heldergem,EastFlanders,Southampton,Gladstone,,no
284,3,Dorking, Mr. Edward Arthur,male,19,Liss,England,Southampton,Oglesby,B,yes
285,1,Smith, Mr. Richard William,male,,Streatham,England,Southampton,New York,,no
286,3,Stankovic, Mr. Ivan,male,33,Galdovo,Croatia,Cherbourg,New York City,,no
287,3,de Mulder, Mr. Theodore,male,30,Aspelare,Belgium,Southampton,Detroit,11,yes
288,3,Naidenoff, Mr. Penko,male,22,Gumostnik,Bulgaria,Southampton,Chicago,,no
289,2,Hosono, Mr. Masabumi,male,42,Tokyo,Japan,Southampton,Tokyo,10,yes
290,3,Connolly, Miss. Kate,female,22,Cortrasna,Ireland,Queenstown,New York City,13,yes
291,1,"Barber, Miss. Ellen ""Nellie""",female,26,London,UK,Southampton,New York,6,yes
292,1,Bishop, Mrs. Dickinson H (Helen Walton),female,19,Dowagiac,US,Cherbourg,Dowagiac,7,yes
293,2,Levy, Mr. Rene Jacques,male,36,Montreal,Canada,Cherbourg,Montreal,,no
294,3,Haas, Miss. Aloisia,female,24,Altdorf,Switzerland,Southampton,Chicago,,no
295,3,Mineff, Mr. Ivan,male,24,Unknown,Bulgaria,Southampton,Coon Rapids,,no
296,1,Lewy, Mr. Ervin G,male,,Chicago,US,Cherbourg,Chicago,,no
297,3,Hanna, Mr. Mansour,male,44339,KfarMechi,Syria,Cherbourg,Ottawa,,no
298,1,Allison, Miss. Helen Loraine,female,2,Montreal,Canada,Southampton,Montreal,,no
299,1,Saalfeld, Mr. Adolphe,male,,Manchester,UK,Southampton,New York,3,yes
300,1,Baxter, Mrs. James (Helene DeLaudeniere Chaput),female,50,Montreal,Canada,Cherbourg,Montreal,6,yes
301,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,Cuilmullagh,Ireland,Queenstown,Chicago,16,yes
302,3,McCoy, Mr. Bernard,male,,Carrickatane,Ireland,Queenstown,Brooklyn,16,yes
303,3,Johnson, Mr. William Cahoone Jr,male,19,Hawthorne,US,Southampton,New York City,,no
304,2,Keane, Miss. Nora A,female,,Castleconnell,Ireland[note1],Queenstown,Harrisburg,10,yes
305,3,"Williams, Mr. Howard Hugh ""Harry""",male,,Guernsey,ChannelIslands,Southampton,New York City,,no
306,1,Allison, Master. Hudson Trevor,male,0.92,Montreal,Canada,Southampton,Montreal,11,yes
307,1,Fleming, Miss. Margaret,female,,Haverford,US,Cherbourg,Haverford,4,yes
308,1,Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo),female,17,Madrid,Spain,Cherbourg,New York,8,yes
309,2,Abelson, Mr. Samuel,male,30,Russia,RussianEmpire,Cherbourg,New York,,no
310,1,Francatelli, Miss. Laura Mabel,female,30,London,UK,Cherbourg,New York,1,yes
311,1,Hays, Miss. Margaret Bechstein,female,24,NewYork,US,Cherbourg,New York,7,yes
312,1,Ryerson, Miss. Emily Borie,female,18,Cooperstown,US,Cherbourg,Cooperstown,4,yes
313,2,Lahtinen, Mrs. William (Anna Sylfven),female,26,Minneapolis,US,Southampton,Minneapolis,,no
314,3,Hendekovic, Mr. Ignjac,male,28,Vagovina,Croatia,Southampton,Harrisburg,,no
315,2,Hart, Mr. Benjamin,male,43,Ilford,England,Southampton,Winnipeg,,no
316,3,Nilsson, Miss. Helmina Josefina,female,26,Ramkvilla,Sweden,Southampton,Joliet,13,yes
317,2,Kantor, Mrs. Sinai (Miriam Sternin),female,24,Vitebsk,RussianEmpire,Southampton,Bronx,12,yes
318,2,Moraweck, Dr. Ernest,male,54,Frankfort,US,Southampton,Frankfort,,no
319,1,Wick, Miss. Mary Natalie,female,31,Youngstown,US,Southampton,Youngstown,8,yes
320,1,Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone),female,40,TuxedoPark,US,Cherbourg,Tuxedo Park,3,yes
321,3,Dennis, Mr. Samuel,male,22,WeekStMary,England,Southampton,Saskatoon,,no
322,3,Danoff, Mr. Yoto,male,27,Unknown,Bulgaria,Southampton,Chicago,,no
323,2,Slayter, Miss. Hilda Mary,female,30,Halifax,Canada,Queenstown,Vancouver,13,yes
324,2,Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh),female,22,Bangkok,Siam,Southampton,Roseville,13,yes
325,3,Sage, Mr. George John Jr,male,,Peterborough,England,Southampton,Jacksonville,,no
326,1,Young, Miss. Marie Grice,female,36,NewYork,US,Cherbourg,New York,8,yes
327,3,Nysveen, Mr. Johan Hansen,male,61,Øyer,Norway,Southampton,Grand Forks,,no
328,2,Ball, Mrs. (Ada E Hall),female,36,Bristol,England,Southampton,Jacksonville,10,yes
329,3,Goldsmith, Mrs. Frank John (Emily Alice Brown),female,31,Strood,England,Southampton,Detroit,C,yes
330,1,Hippach, Miss. Jean Gertrude,female,16,Chicago,US,Cherbourg,Chicago,4,yes
331,3,McCoy, Miss. Agnes,female,,Carrickatane,Ireland,Queenstown,Brooklyn,16,yes
332,1,Partner, Mr. Austen,male,45,Tolworth,England,Southampton,Toronto,,no
333,1,Graham, Mr. George Edward,male,38,Winnipeg,Canada,Southampton,Winnipeg,,no
334,3,Vander Planke, Mr. Leo Edmondus,male,16,Zwevezele,Belgium,Southampton,Fremont,,no
335,1,Frauenthal, Mrs. Henry William (Clara Heinsheimer),female,,London,England,Southampton,New York,5,yes
336,3,Denkoff, Mr. Mitto,male,,Unknown,Bulgaria,Southampton,Coon Rapids,,no
337,1,Pears, Mr. Thomas Clinton,male,29,Isleworth,England,Southampton,New York,,no
338,1,Burns, Miss. Elizabeth Margaret,female,41,TuxedoPark,US,Cherbourg,Tuxedo Park,3,yes
339,3,Dahl, Mr. Karl Edwart,male,45,Adelaide,Australia,Southampton,Fingal,15,yes
340,1,Blackwell, Mr. Stephen Weart,male,45,Trenton,US,Southampton,Trenton,,no
341,2,Navratil, Master. Edmond Roger,male,2,Nice,France,Southampton,New York City,D,yes
342,1,Fortune, Miss. Alice Elizabeth,female,24,Winnipeg,Canada,Southampton,Winnipeg,10,yes
343,2,Collander, Mr. Erik Gustaf,male,28,Helsinki,RussianEmpire,Southampton,Ashtabula,,no
344,2,Sedgwick, Mr. Charles Frederick Waddington,male,25,Liverpool,England,Southampton,Minatitlán,,no
345,2,Fox, Mr. Stanley Hubert,male,36,Rochester,US,Southampton,Rochester,,no
346,2,"Brown, Miss. Amelia ""Mildred""",female,24,London,England,Southampton,Montreal,11,yes
347,2,Smith, Miss. Marion Elsie,female,40,Basingstoke,England,Southampton,Washington,9,yes
348,3,Davison, Mrs. Thomas Henry (Mary E Finck),female,,,,,,,yes
349,3,"Coutts, Master. William Loch ""William""",male,3,London,England,Southampton,Brooklyn,2,yes
350,3,Dimic, Mr. Jovan,male,42,Ostrovica,Croatia,Southampton,Red Lodge,,no
351,3,Odahl, Mr. Nils Martin,male,23,Örsjö,Sweden,Southampton,Peoria,,no
352,1,Williams-Lambert, Mr. Fletcher Fellows,male,,London,UK,Southampton,Newark,,no
353,3,Elias, Mr. Tannous,male,15,KafrMishki,Lebanon,Cherbourg,Ottawa,,no
354,3,Arnold-Franchi, Mr. Josef,male,25,Altdorf,Switzerland,Southampton,New Glarus,,no
355,3,Yousif, Mr. Wazli,male,,Tebnin,Lebanon,Cherbourg,New York City,,no
356,3,Vanden Steen, Mr. Leo Peter,male,28,Haaltert,Belgium,Southampton,New York City,,no
357,1,Bowerman, Miss. Elsie Edith,female,22,StLeonards-on-Sea,England,Southampton,New York,6,yes
358,2,Funk, Miss. Annie Clemmer,female,38,Janjgir-Champa,UK,Southampton,Bally,,no
359,3,McGovern, Miss. Mary,female,,Corlough,Ireland,Queenstown,New York City,13,yes
360,3,"Mockler, Miss. Helen Mary ""Ellie""",female,,Currafarry,Ireland,Queenstown,New York City,16,yes
361,3,Skoog, Mr. Wilhelm,male,40,Hällekis,Sweden,Southampton,Iron Mountain,,no
362,2,del Carlo, Mr. Sebastiano,male,29,Lucca,Italy,Cherbourg,Chicago,,no
363,3,Barbara, Mrs. (Catherine David),female,45,KafrMishki,Lebanon,Cherbourg,Ottawa,,no
364,3,Asim, Mr. Adola,male,35,BuenosAires,Argentina,Southampton,New York City,,no
365,3,O'Brien, Mr. Thomas,male,,Pallasgreen,Ireland,Queenstown,Chicago,,no
366,3,Adahl, Mr. Mauritz Nils Martin,male,30,Asarum,Sweden,Southampton,Brooklyn,,no
367,1,Warren, Mrs. Frank Manley (Anna Sophia Atkinson),female,60,Portland,US,Cherbourg,Portland,5,yes
368,3,Moussa, Mrs. (Mantoura Boulos),female,,Hardîne,Lebanon,Cherbourg,Wilkes-Barre,?,yes
369,3,Jermyn, Miss. Annie,female,,Ballydehob,Ireland,Queenstown,East Lynn,D,yes
370,1,Aubart, Mme. Leontine Pauline,female,24,Paris,France,Cherbourg,New York,9,yes
371,1,Harder, Mr. George Achilles,male,25,NewYork,US,Cherbourg,New York,5,yes
372,3,Wiklund, Mr. Jakob Alfred,male,18,Vaasa,Finland,Southampton,Montreal,,no
373,3,Beavan, Mr. William Thomas,male,19,Fillingham,England,Southampton,Russell,,no
374,1,Ringhini, Mr. Sante,male,22,NewYork,US,Cherbourg,New York,,no
375,3,Palsson, Miss. Stina Viola,female,3,Bjuv,Sweden,Southampton,Chicago,,no
376,1,Meyer, Mrs. Edgar Joseph (Leila Saks),female,,NewYork,US,Cherbourg,New York,6,yes
377,3,Landergren, Miss. Aurora Adelia,female,22,Karlshamn,Sweden,Southampton,New York City,13,yes
378,1,Widener, Mr. Harry Elkins,male,27,Philadelphia,US,Southampton,Philadelphia,,no
379,3,Betros, Mr. Tannous,male,20,Zgharta,Lebanon,Cherbourg,Waterbury,,no
380,3,Gustafsson, Mr. Karl Gideon,male,19,Myren,Sweden,Southampton,Aberdeen,,no
381,1,Bidois, Miss. Rosalie,female,42,NewYork,US,Cherbourg,New York,4,yes
382,3,"Nakid, Miss. Maria (""Mary"")",female,1,Zgharta,Lebanon,Cherbourg,Waterbury,C,yes
383,3,Tikkanen, Mr. Juho,male,32,Pielavesi,Finland,Southampton,New York City,,no
384,1,Holverson, Mrs. Alexander Oskar (Mary Aline Towner),female,35,NewYork,US,Southampton,New York,8,yes
385,3,Plotcharsky, Mr. Vasil,male,,Unknown,Bulgaria,Southampton,Tulsa,,no
386,2,Davies, Mr. Charles Henry,male,18,Lyndhurst,England,Southampton,Eden,,no
387,3,Goodwin, Master. Sidney Leonard,male,1,Fulham,England,Southampton,Niagara Falls,,no
388,2,Buss, Miss. Kate,female,36,Sittingbourne,England,Southampton,San Francisco,9,yes
389,3,Sadlier, Mr. Matthew,male,,Mohill,Ireland,Queenstown,Lakewood Township,,no
390,2,Lehmann, Miss. Bertha,female,17,Lotzwil,Switzerland,Cherbourg,Central City,12,yes
391,1,Carter, Mr. William Ernest,male,36,BrynMawr,US,Southampton,Bryn Mawr,C,yes
392,3,Jansson, Mr. Carl Olof,male,21,Örebro,Sweden,Southampton,Swedeburg,A,yes
393,3,Gustafsson, Mr. Johan Birger,male,28,Ruotsinpyhtää,Finland,Southampton,New York City,,no
394,1,Newell, Miss. Marjorie,female,23,Lexington,US,Cherbourg,Lexington,6,yes
395,3,Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson),female,24,Motala,Sweden,Southampton,San Francisco,13,yes
396,3,Johansson, Mr. Erik,male,22,Frostensmåla,Sweden,Southampton,St. Paul,,no
397,3,Olsson, Miss. Elina,female,31,SödraBrantevik,Sweden,Southampton,St. Paul,,no
398,2,McKane, Mr. Peter David,male,46,Guernsey,England,Southampton,Rochester,,no
399,2,Pain, Dr. Alfred,male,23,Hamilton,Canada,Southampton,Hamilton,,no
400,2,Trout, Mrs. William H (Jessie L),female,28,Columbus,US,Southampton,Columbus,9,yes
401,3,Niskanen, Mr. Juha,male,39,Kivijärvi,Finland,Southampton,Boston,9,yes
402,3,Adams, Mr. John,male,26,Bournemouth,England,Southampton,La Porte City,,no
403,3,Jussila, Miss. Mari Aina,female,21,Paavola,Finland,Southampton,New York City,,no
404,3,Hakkarainen, Mr. Pekka Pietari,male,28,Helsinki,Finland,Southampton,Monessen,,no
405,3,Oreskovic, Miss. Marija,female,20,KonjskoBrdo,Croatia,Southampton,Chicago,,no
406,2,Gale, Mr. Shadrach,male,34,Harrowbarrow,England,Southampton,Clear Creek,,no
407,3,Widegren, Mr. Carl/Charles Peter,male,51,Algutsrum,Sweden,Southampton,New York City,,no
408,2,Richards, Master. William Rowe,male,3,Penzance,England,Southampton,Akron,4,yes
409,3,Birkeland, Mr. Hans Martin Monsen,male,21,Bremnes,Norway,Southampton,New York City,,no
410,3,Lefebre, Miss. Ida,female,,Liévin,France,Southampton,Mystic,,no
411,3,Sdycoff, Mr. Todor,male,,Unknown,Bulgaria,Southampton,Chicago,,no
412,3,Hart, Mr. Henry,male,,Ballysadare,Ireland,Queenstown,Boston,,no
413,1,Minahan, Miss. Daisy E,female,33,FondduLac,US,Southampton,Fond du Lac,14,yes
414,2,Cunningham, Mr. Alfred Fleming,male,,Belfast,Ireland,Belfast,New York City,,no
415,3,Sundman, Mr. Johan Julian,male,44,Munsala,Finland,Southampton,Cheyenne,15,yes
416,3,Meek, Mrs. Thomas (Annie Louise Rowley),female,,Penarth,Wales,Southampton,New York City,,no
417,2,Drew, Mrs. James Vivian (Lulu Thorne Christian),female,34,Greenport,US,Southampton,Greenport,10,yes
418,2,Silven, Miss. Lyyli Karoliina,female,18,Tornio,RussianEmpire,Southampton,Minneapolis,16,yes
419,2,Matthews, Mr. William John,male,30,StAustell,England,Southampton,La Salle,,no
420,3,Van Impe, Miss. Catharina,female,10,Kerksken,Belgium,Southampton,Detroit,,no
421,3,Gheorgheff, Mr. Stanio,male,,Unknown,Bulgaria,Cherbourg,Butte,,no
422,3,Charters, Mr. David,male,21,Ballinalee,Ireland,Queenstown,New York City,,no
423,3,Zimmerman, Mr. Leo,male,29,Todtmoos,Bulgaria,Southampton,Saskatoon,,no
424,3,Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren),female,28,Göteborg,Sweden,Southampton,Stanton,,no
425,3,Rosblom, Mr. Viktor Richard,male,18,Suistamo,Finland,Southampton,Astoria,,no
426,3,Wiseman, Mr. Phillippe,male,,London,England,Southampton,Quebec City,,no
427,2,Clarke, Mrs. Charles V (Ada Maria Winfield),female,28,NetleyAbbey,England,Southampton,San Francisco,14,yes
428,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19,Birmingham,England,Southampton,Los Angeles,11,yes
429,3,Flynn, Mr. James,male,,Cuilkillew,Ireland,Queenstown,New York City,,no
430,3,Pickard, Mr. Berk (Berk Trembisky),male,32,Warsaw,Poland,Southampton,San Francisco,9,yes
431,1,Bjornstrom-Steffansson, Mr. Mauritz Hakan,male,28,Stockholm,Sweden,Southampton,Washington,D,yes
432,3,Thorneycroft, Mrs. Percival (Florence Kate White),female,,Maidstone,England,Southampton,Clinton,10,yes
433,2,Louch, Mrs. Charles Alexander (Alice Adelaide Slow),female,42,Weston-super-Mare,England,Southampton,New York City,14,yes
434,3,Kallio, Mr. Nikolai Erland,male,17,Kauhajoki,Finland,Southampton,Sudbury,,no
435,1,Silvey, Mr. William Baird,male,50,Duluth,US,Cherbourg,Duluth,,no
436,1,Carter, Miss. Lucile Polk,female,14,BrynMawr,US,Southampton,Bryn Mawr,4,yes
437,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21,Rotherfield,England,Southampton,Essex County,,no
438,2,Richards, Mrs. Sidney (Emily Hocking),female,24,Penzance,England,Southampton,Akron,4,yes
439,1,Fortune, Mr. Mark,male,64,Winnipeg,Canada,Southampton,Winnipeg,,no
440,2,Kvillner, Mr. Johan Henrik Johannesson,male,31,Trollhättan,Sweden,Southampton,Arlington,,no
441,2,Hart, Mrs. Benjamin (Esther Ada Bloomfield),female,45,Ilford,England,Southampton,Winnipeg,14,yes
442,3,Hampe, Mr. Leon,male,20,Westrozebeke,Belgium,Southampton,Detroit,,no
443,3,Petterson, Mr. Johan Emil,male,25,Västermo,Sweden,Southampton,Chicago,,no
444,2,Reynaldo, Ms. Encarnacion,female,28,Marbella,Spain,Southampton,New York City,9,yes
445,3,Johannesen-Bratthammer, Mr. Bernt,male,,Avaldsnes,Norway,Southampton,New York City,13,yes
446,1,Dodge, Master. Washington,male,4,SanFrancisco,US,Southampton,San Francisco,5,yes
447,2,Mellinger, Miss. Madeleine Violet,female,13,Wimbledon,England,Southampton,Bennington,14,yes
448,1,Seward, Mr. Frederic Kimber,male,34,NewYork,US,Southampton,New York,7,yes
449,3,Baclini, Miss. Marie Catherine,female,5,ḐuhūrashShuwayr,Lebanon,Cherbourg,Brooklyn,C,yes
450,1,Peuchen, Major. Arthur Godfrey,male,52,Toronto,Canada,Southampton,Toronto,6,yes
451,2,West, Mr. Edwy Arthur,male,36,Bournemouth,England,Southampton,Gainesville,,no
452,3,Hagland, Mr. Ingvald Olai Olsen,male,,Skaare,Norway,Southampton,Belmar,,no
453,1,Foreman, Mr. Benjamin Laventall,male,30,NewYork,US,Southampton,New York,,no
454,1,Goldenberg, Mr. Samuel L,male,49,Paris,France,Cherbourg,New York,5,yes
455,3,Peduzzi, Mr. Joseph,male,,London,England,Southampton,New York City,,no
456,3,Jalsevac, Mr. Ivan,male,29,Topolovac,Croatia,Cherbourg,Galesburg,15,yes
457,1,Millet, Mr. Francis Davis,male,65,EastBridgewater,US,Cherbourg,East Bridgewater,,no
458,1,Kenyon, Mrs. Frederick R (Marion),female,,Pittsburgh,US,Southampton,Pittsburgh,8,yes
459,2,Toomey, Miss. Ellen,female,50,Indianapolis,US,Southampton,Indianapolis,9,yes
460,3,O'Connor, Mr. Maurice,male,,Boherbue,Ireland,Queenstown,New York City,,no
461,1,Anderson, Mr. Harry,male,48,NewYork,US,Southampton,New York,3,yes
462,3,Morley, Mr. William,male,34,Petworth,England,Southampton,New York City,,no
463,1,Gee, Mr. Arthur H,male,47,StAnnes-on-Sea,England,Southampton,Mexico City,,no
464,2,Milling, Mr. Jacob Christian,male,48,Odense,Denmark,Southampton,Oregon,,no
465,3,Maisner, Mr. Simon,male,,London,England,Southampton,New York City,,no
466,3,Goncalves, Mr. Manuel Estanslas,male,38,Calheta,Portugal,Southampton,New York City,,no
467,2,Campbell, Mr. William,male,,Belfast,Ireland,Belfast,New York City,,no
468,1,Smart, Mr. John Montgomery,male,56,Kildale,England,Southampton,New York,,no
469,3,Scanlan, Mr. James,male,,Rathkeale,Ireland,Queenstown,New York City,,no
470,3,Baclini, Miss. Helene Barbara,female,0.75,ḐuhūrashShuwayr,Lebanon,Cherbourg,Brooklyn,C,yes
471,3,Keefe, Mr. Arthur,male,,Rahway,US,Southampton,Rahway,A,no
472,3,Cacic, Mr. Luka,male,38,ŠirokaKula,Croatia,Southampton,Chicago,,no
473,2,West, Mrs. Edwy Arthur (Ada Mary Worth),female,33,Bournemouth,England,Southampton,Gainesville,10,yes
474,2,Jerwan, Mrs. Amin S (Marie Marthe Thuillard),female,23,NewYorkCity,US,Southampton,New York City,11,yes
475,3,Strandberg, Miss. Ida Sofia,female,22,Turku,Finland,Southampton,New York City,,no
476,1,Clifford, Mr. George Quincy,male,,Stoughton,US,Southampton,Stoughton,,no
477,2,Renouf, Mr. Peter Henry,male,34,Elizabeth,US,Southampton,Elizabeth,,no
478,3,Braund, Mr. Lewis Richard,male,29,Bridgerule,England,Southampton,Qu'Appelle Valley,,no
479,3,Karlsson, Mr. Nils August,male,22,Örebro,Sweden,Southampton,Palmer,,no
480,3,Hirvonen, Miss. Hildur E,female,2,Taalintehdas,Finland,Southampton,Monessen,15,yes
481,3,Goodwin, Master. Harold Victor,male,9,Fulham,England,Southampton,Niagara Falls,,no
482,2,"Frost, Mr. Anthony Wood ""Archie""",male,,Belfast,UK,Belfast,New York City,,no
483,3,Rouse, Mr. Richard Henry,male,50,Sittingbourne,England,Southampton,Cleveland,,no
484,3,Turkula, Mrs. (Hedwig),female,63,Jalasjärvi,Finland,Southampton,Hibbing,15,yes
485,1,Bishop, Mr. Dickinson H,male,25,Dowagiac,US,Cherbourg,Dowagiac,7,yes
486,3,Lefebre, Miss. Jeannie,female,,Liévin,France,Southampton,Mystic,,no
487,1,Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby),female,35,NewYork,US,Southampton,Stamford,D,yes
488,1,Kent, Mr. Edward Austin,male,58,Buffalo,US,Cherbourg,Buffalo,,no
489,3,Somerton, Mr. Francis William,male,30,Greatfield,England,Southampton,Canastota,,no
490,3,"Coutts, Master. Eden Leslie ""Neville""",male,9,London,England,Southampton,Brooklyn,2,yes
491,3,Hagland, Mr. Konrad Mathias Reiersen,male,,Skaare,Norway,Southampton,Belmar,,no
492,3,Windelov, Mr. Einar,male,21,CapeTown,SouthAfrica,Southampton,New York City,,no
493,1,Molson, Mr. Harry Markland,male,55,Montreal,Canada,Southampton,Montreal,,no
494,1,Artagaveytia, Mr. Ramon,male,71,BuenosAires,Argentina,Cherbourg,New York,,no
495,3,Stanley, Mr. Edward Roland,male,21,Swanage,England,Southampton,Cleveland,,no
496,3,Yousseff, Mr. Gerious,male,,Hardîne,Lebanon,Cherbourg,Youngstown,,no
497,1,Eustis, Miss. Elizabeth Mussey,female,54,Brookline,US,Cherbourg,Brookline,4,yes
498,3,Shellard, Mr. Frederick William,male,,Bristol,England,Southampton,Troy,,no
499,1,Allison, Mrs. Hudson J C (Bessie Waldo Daniels),female,25,Montreal,Canada,Southampton,Montreal,,no
500,3,Svensson, Mr. Olof,male,24,Björkeberga,Sweden,Southampton,New York City,,no
501,3,Calic, Mr. Petar,male,17,Brezik,Croatia,Southampton,Sault Ste. Marie,,no
502,3,Canavan, Miss. Mary,female,21,Tonacrick,Ireland,Queenstown,Philadelphia,,no
503,3,O'Sullivan, Miss. Bridget Mary,female,,Glenduff,Ireland,Queenstown,New York City,,no
504,3,Laitinen, Miss. Kristina Sofia,female,37,Helsinki,Finland,Southampton,New York City,,no
505,1,Maioni, Miss. Roberta,female,16,Vancouver,Canada,Southampton,Vancouver,8,yes
506,1,Penasco y Castellana, Mr. Victor de Satode,male,18,Madrid,Spain,Cherbourg,New York,,no
507,2,Quick, Mrs. Frederick Charles (Jane Richards),female,33,Plymouth,England,Southampton,Detroit,11,yes
508,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,,LosAngeles,US,Southampton,Los Angeles,9,yes
509,3,Olsen, Mr. Henry Margido,male,28,Bergen,Norway,Southampton,New York City,,no
510,3,Lang, Mr. Fang,male,26,HongKong,China,Southampton,New York City,14,yes
511,3,Daly, Mr. Eugene Patrick,male,29,Athlone,Ireland,Queenstown,New York City,B,yes
512,3,Webber, Mr. James,male,,SanFrancisco,US,Southampton,San Francisco,,no
513,1,McGough, Mr. James Robert,male,36,Philadelphia,US,Southampton,Philadelphia,7,yes
514,1,Rothschild, Mrs. Martin (Elizabeth L. Barrett),female,54,NewYork,US,Cherbourg,New York,6,yes
515,3,Coleff, Mr. Satio,male,24,Debnevo,Bulgaria,Southampton,Chicago,,no
516,1,Walker, Mr. William Anderson,male,47,EastOrange,US,Southampton,East Orange,,no
517,2,Lemore, Mrs. (Amelia Milley),female,34,Chicago,US,Southampton,Chicago,14,yes
518,3,Ryan, Mr. Patrick,male,,Askeaton,Ireland,Queenstown,Bronx,,no
519,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36,Warwick,England,Southampton,New York City,11,yes
520,3,Pavlovic, Mr. Stefo,male,32,Vagovina,Croatia,Southampton,Harrisburg,,no
521,1,Perreault, Miss. Anne,female,30,Montreal,Canada,Southampton,Montreal,3,yes
522,3,Vovk, Mr. Janko,male,22,Jesenice,Slovenia,Southampton,St. Joseph,,no
523,3,Lahoud, Mr. Sarkis,male,,Zgharta,Lebanon,Cherbourg,Waterbury,,no
524,1,Hippach, Mrs. Louis Albert (Ida Sophia Fischer),female,44,Chicago,US,Cherbourg,Chicago,4,yes
525,3,Kassem, Mr. Fared,male,,Shana,Lebanon,Cherbourg,New York City,,no
526,3,Farrell, Mr. James,male,40,Killoe,Ireland,Queenstown,New York City,,no
527,2,Ridsdale, Miss. Lucy,female,50,London,England,Southampton,Marietta,13,yes
528,1,Farthing, Mr. John,male,,NewYork,US,Southampton,New York,,no
529,3,Salonen, Mr. Johan Werner,male,39,Aberdeen,US,Southampton,Aberdeen,,no
530,2,Hocking, Mr. Richard George,male,23,Akron,US,Southampton,Akron,,no
531,2,Quick, Miss. Phyllis May,female,2,Plymouth,England,Southampton,Detroit,11,yes
532,3,Toufik, Mr. Nakli,male,,Hardîne,Lebanon,Cherbourg,New York City,,no
533,3,Elias, Mr. Joseph Jr,male,17,KafrMishki,Lebanon,Cherbourg,Ottawa,,no
534,3,Peter, Mrs. Catherine (Catherine Rizk),female,,Sar'al,Syria,Cherbourg,Detroit,C,yes
535,3,Cacic, Miss. Marija,female,30,ŠirokaKula,Croatia,Southampton,Chicago,,no
536,2,Hart, Miss. Eva Miriam,female,7,Ilford,England,Southampton,Winnipeg,14,yes
537,1,Butt, Major. Archibald Willingham,male,45,Washington,US,Southampton,Washington,,no
538,1,LeRoy, Miss. Bertha,female,30,Minneapolis,US,Cherbourg,Minneapolis,2,yes
539,3,Risien, Mr. Samuel Beard,male,,Deal,England,Southampton,Groesbeck,,no
540,1,Frolicher, Miss. Hedwig Margaritha,female,22,Zürich,Switzerland,Cherbourg,New York,5,yes
541,1,Crosby, Miss. Harriet R,female,36,Milwaukee,US,Southampton,Milwaukee,7,yes
542,3,Andersson, Miss. Ingeborg Constanzia,female,9,Kisa,Sweden,Southampton,Winnipeg,,no
543,3,Andersson, Miss. Sigrid Elisabeth,female,11,Kisa,Sweden,Southampton,Winnipeg,,no
544,2,Beane, Mr. Edward,male,32,NewYorkCity,US,Southampton,New York City,13,yes
545,1,Douglas, Mr. Walter Donald,male,50,Minneapolis,US,Cherbourg,Minneapolis,,no
546,1,Nicholson, Mr. Arthur Ernest,male,64,Shanklin,England,Southampton,New York,,no
547,2,Beane, Mrs. Edward (Ethel Clarke),female,19,Norwich,England,Southampton,New York City,13,yes
548,2,Padro y Manent, Mr. Julian,male,,Barcelona,Spain,Cherbourg,Havana,9,yes
549,3,Goldsmith, Mr. Frank John,male,33,Strood,England,Southampton,Detroit,,no
550,2,Davies, Master. John Morgan Jr,male,8,St.Ives,England,Southampton,Houghton,14,yes
551,1,Thayer, Mr. John Borland Jr,male,17,Haverford,US,Cherbourg,Haverford,B,yes
552,2,Sharp, Mr. Percival James R,male,27,London,UK,Southampton,New York City,,no
553,3,O'Brien, Mr. Timothy,male,,Drimoleague,Ireland,Queenstown,New York City,,no
554,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22,Toula,Lebanon,Cherbourg,Dayton,6,yes
555,3,Ohman, Miss. Velin,female,22,Mariestad,Sweden,Southampton,Chicago,C,yes
556,1,Wright, Mr. George,male,62,Halifax,Canada,Southampton,Halifax,,no
557,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48,London,UK,Cherbourg,New York,1,yes
558,1,Robbins, Mr. Victor,male,,,,,,,no
559,1,Taussig, Mrs. Emil (Tillie Mandelbaum),female,39,NewYork,US,Southampton,New York,8,yes
560,3,de Messemaeker, Mrs. Guillaume Joseph (Emma),female,36,Tampico,US,Southampton,Tampico,13,yes
561,3,Morrow, Mr. Thomas Rowan,male,,Rathfriland,Ireland,Queenstown,Gleichen,,no
562,3,Sivic, Mr. Husein,male,40,BosanskaKrupa,Bosnia,Southampton,Harrisburg,,no
563,2,Norman, Mr. Robert Douglas,male,28,Glasgow,Scotland,Southampton,Houghton,,no
